cust_id,buy,rfm_code,r_code,f_code,m_code
523,0,235,2,3,5
524,0,354,3,5,4
525,0,134,1,3,4
526,0,511,5,1,1
527,0,424,4,2,4
528,0,423,4,2,3
529,0,524,5,2,4
530,0,111,1,1,1
531,0,155,1,5,5
532,0,433,4,3,3
533,0,111,1,1,1
534,1,111,1,1,1
535,0,311,3,1,1
536,0,212,2,1,2
537,0,533,5,3,3
538,0,355,3,5,5
539,0,124,1,2,4
540,0,211,2,1,1
541,0,524,5,2,4
542,0,455,4,5,5
543,0,555,5,5,5
544,0,322,3,2,2
545,0,422,4,2,2
546,0,111,1,1,1
547,0,155,1,5,5
548,0,255,2,5,5
549,0,323,3,2,3
550,0,211,2,1,1
551,0,223,2,2,3
552,0,423,4,2,3
553,0,112,1,1,2
554,1,155,1,5,5
555,0,411,4,1,1
556,0,113,1,1,3
557,0,552,5,5,2
558,0,355,3,5,5
559,0,555,5,5,5
560,0,422,4,2,2
561,0,532,5,3,2
562,0,233,2,3,3
563,0,522,5,2,2
564,0,321,3,2,1
565,0,421,4,2,1
566,0,224,2,2,4
567,0,552,5,5,2
568,0,454,4,5,4
569,0,232,2,3,2
570,0,421,4,2,1
571,0,224,2,2,4
572,0,411,4,1,1
573,1,512,5,1,2
574,0,234,2,3,4
575,0,553,5,5,3
576,0,554,5,5,4
577,1,133,1,3,3
578,0,512,5,1,2
579,0,555,5,5,5
580,0,332,3,3,2
581,0,455,4,5,5
582,0,334,3,3,4
583,0,111,1,1,1
584,0,312,3,1,2
585,0,521,5,2,1
586,0,254,2,5,4
587,0,112,1,1,2
588,0,522,5,2,2
589,0,211,2,1,1
590,0,512,5,1,2
591,0,511,5,1,1
592,0,553,5,5,3
593,0,155,1,5,5
594,0,111,1,1,1
595,0,234,2,3,4
596,0,553,5,5,3
597,0,423,4,2,3
598,0,523,5,2,3
599,0,555,5,5,5
600,0,521,5,2,1
601,0,255,2,5,5
602,0,111,1,1,1
603,0,454,4,5,4
604,0,355,3,5,5
605,0,211,2,1,1
606,0,211,2,1,1
607,0,233,2,3,3
608,0,455,4,5,5
609,0,224,2,2,4
610,0,322,3,2,2
611,0,354,3,5,4
612,0,111,1,1,1
613,0,253,2,5,3
614,0,234,2,3,4
615,0,111,1,1,1
616,0,323,3,2,3
617,0,333,3,3,3
618,0,253,2,5,3
619,0,433,4,3,3
620,0,554,5,5,4
621,0,533,5,3,3
622,0,121,1,2,1
623,0,122,1,2,2
624,0,533,5,3,3
625,0,311,3,1,1
626,0,414,4,1,4
627,0,121,1,2,1
628,0,454,4,5,4
629,0,355,3,5,5
630,0,311,3,1,1
631,0,121,1,2,1
632,0,311,3,1,1
633,0,121,1,2,1
634,0,555,5,5,5
635,0,134,1,3,4
636,0,511,5,1,1
637,0,421,4,2,1
638,0,132,1,3,2
639,0,255,2,5,5
640,0,555,5,5,5
641,0,411,4,1,1
642,0,155,1,5,5
643,0,255,2,5,5
644,0,455,4,5,5
645,0,111,1,1,1
646,0,555,5,5,5
647,0,313,3,1,3
648,0,411,4,1,1
649,0,134,1,3,4
650,0,333,3,3,3
651,1,221,2,2,1
652,0,424,4,2,4
653,0,121,1,2,1
654,0,454,4,5,4
655,0,511,5,1,1
656,1,523,5,2,3
657,0,355,3,5,5
658,0,352,3,5,2
659,0,454,4,5,4
660,0,454,4,5,4
661,0,532,5,3,2
662,0,522,5,2,2
663,0,212,2,1,2
664,0,455,4,5,5
665,0,255,2,5,5
666,0,353,3,5,3
667,0,123,1,2,3
668,0,152,1,5,2
669,0,321,3,2,1
670,0,354,3,5,4
671,0,222,2,2,2
672,0,254,2,5,4
673,0,224,2,2,4
674,0,355,3,5,5
675,0,323,3,2,3
676,0,355,3,5,5
677,0,111,1,1,1
678,0,123,1,2,3
679,0,311,3,1,1
680,0,455,4,5,5
681,0,122,1,2,2
682,0,421,4,2,1
683,0,211,2,1,1
684,0,311,3,1,1
685,0,454,4,5,4
686,0,534,5,3,4
687,0,453,4,5,3
688,0,311,3,1,1
689,0,213,2,1,3
690,0,111,1,1,1
691,0,412,4,1,2
692,0,422,4,2,2
693,0,252,2,5,2
694,0,422,4,2,2
695,0,121,1,2,1
696,0,555,5,5,5
697,0,353,3,5,3
698,0,131,1,3,1
699,0,111,1,1,1
700,0,111,1,1,1
701,0,112,1,1,2
702,0,223,2,2,3
703,0,354,3,5,4
704,0,533,5,3,3
705,0,323,3,2,3
706,0,233,2,3,3
707,0,223,2,2,3
708,0,154,1,5,4
709,0,221,2,2,1
710,0,523,5,2,3
711,0,553,5,5,3
712,0,311,3,1,1
713,1,521,5,2,1
714,0,211,2,1,1
715,0,321,3,2,1
716,0,411,4,1,1
717,0,422,4,2,2
718,0,453,4,5,3
719,0,155,1,5,5
720,0,235,2,3,5
721,0,155,1,5,5
722,0,153,1,5,3
723,0,555,5,5,5
724,0,233,2,3,3
725,0,111,1,1,1
726,0,221,2,2,1
727,0,111,1,1,1
728,0,554,5,5,4
729,0,454,4,5,4
730,0,334,3,3,4
731,0,422,4,2,2
732,0,421,4,2,1
733,0,455,4,5,5
734,0,412,4,1,2
735,0,552,5,5,2
736,0,522,5,2,2
737,0,454,4,5,4
738,0,255,2,5,5
739,0,513,5,1,3
740,0,555,5,5,5
741,0,123,1,2,3
742,0,354,3,5,4
743,0,555,5,5,5
744,0,355,3,5,5
745,0,333,3,3,3
746,0,422,4,2,2
747,0,111,1,1,1
748,0,311,3,1,1
749,0,554,5,5,4
750,0,124,1,2,4
751,0,122,1,2,2
752,0,111,1,1,1
753,0,134,1,3,4
754,0,355,3,5,5
755,0,332,3,3,2
756,0,111,1,1,1
757,0,354,3,5,4
758,0,552,5,5,2
759,0,511,5,1,1
760,0,323,3,2,3
761,0,422,4,2,2
762,0,232,2,3,2
763,0,522,5,2,2
764,0,111,1,1,1
765,0,221,2,2,1
766,0,111,1,1,1
767,0,534,5,3,4
768,0,434,4,3,4
769,0,335,3,3,5
770,0,255,2,5,5
771,0,211,2,1,1
772,0,112,1,1,2
773,0,123,1,2,3
774,0,234,2,3,4
775,0,222,2,2,2
776,0,254,2,5,4
777,0,433,4,3,3
778,0,233,2,3,3
779,0,111,1,1,1
780,0,211,2,1,1
781,0,521,5,2,1
782,0,553,5,5,3
783,0,452,4,5,2
784,0,211,2,1,1
785,0,223,2,2,3
786,0,355,3,5,5
787,0,522,5,2,2
788,0,455,4,5,5
789,0,455,4,5,5
790,0,134,1,3,4
791,0,111,1,1,1
792,0,555,5,5,5
793,0,523,5,2,3
794,1,112,1,1,2
795,0,455,4,5,5
796,0,333,3,3,3
797,0,423,4,2,3
798,0,511,5,1,1
799,0,111,1,1,1
800,0,222,2,2,2
801,0,454,4,5,4
802,0,334,3,3,4
803,0,152,1,5,2
804,0,511,5,1,1
805,0,535,5,3,5
806,0,111,1,1,1
807,0,455,4,5,5
808,0,133,1,3,3
809,0,255,2,5,5
810,0,522,5,2,2
811,0,111,1,1,1
812,0,111,1,1,1
813,0,422,4,2,2
814,0,311,3,1,1
815,0,555,5,5,5
816,0,111,1,1,1
817,0,553,5,5,3
818,0,532,5,3,2
819,0,455,4,5,5
820,0,255,2,5,5
821,0,525,5,2,5
822,0,152,1,5,2
823,0,433,4,3,3
824,0,334,3,3,4
825,0,455,4,5,5
826,0,111,1,1,1
827,0,522,5,2,2
828,0,233,2,3,3
829,0,211,2,1,1
830,0,535,5,3,5
831,0,111,1,1,1
832,0,123,1,2,3
833,0,123,1,2,3
834,0,432,4,3,2
835,0,553,5,5,3
836,0,111,1,1,1
837,0,521,5,2,1
838,0,354,3,5,4
839,0,451,4,5,1
840,0,254,2,5,4
841,0,534,5,3,4
842,0,253,2,5,3
843,0,522,5,2,2
844,0,452,4,5,2
845,0,253,2,5,3
846,0,222,2,2,2
847,0,255,2,5,5
848,0,511,5,1,1
849,0,511,5,1,1
850,0,455,4,5,5
851,1,123,1,2,3
852,0,332,3,3,2
853,0,324,3,2,4
854,0,522,5,2,2
855,0,421,4,2,1
856,1,455,4,5,5
857,0,323,3,2,3
858,0,532,5,3,2
859,0,532,5,3,2
860,0,324,3,2,4
861,0,555,5,5,5
862,0,454,4,5,4
863,0,123,1,2,3
864,0,511,5,1,1
865,0,423,4,2,3
866,0,122,1,2,2
867,1,534,5,3,4
868,0,122,1,2,2
869,0,233,2,3,3
870,0,422,4,2,2
871,0,255,2,5,5
872,0,434,4,3,4
873,0,122,1,2,2
874,0,155,1,5,5
875,0,523,5,2,3
876,0,411,4,1,1
877,0,211,2,1,1
878,0,453,4,5,3
879,0,312,3,1,2
880,0,355,3,5,5
881,0,255,2,5,5
882,0,211,2,1,1
883,0,411,4,1,1
884,0,253,2,5,3
885,0,322,3,2,2
886,0,222,2,2,2
887,0,453,4,5,3
888,0,553,5,5,3
889,0,554,5,5,4
890,0,211,2,1,1
891,0,222,2,2,2
892,0,111,1,1,1
893,0,112,1,1,2
894,0,111,1,1,1
895,0,522,5,2,2
896,0,311,3,1,1
897,0,522,5,2,2
898,0,323,3,2,3
899,0,455,4,5,5
900,0,251,2,5,1
901,0,555,5,5,5
902,0,354,3,5,4
903,0,324,3,2,4
904,0,255,2,5,5
905,0,534,5,3,4
906,0,513,5,1,3
907,0,521,5,2,1
908,0,322,3,2,2
909,0,135,1,3,5
910,0,352,3,5,2
911,0,435,4,3,5
912,0,423,4,2,3
913,0,451,4,5,1
914,0,222,2,2,2
915,0,354,3,5,4
916,0,523,5,2,3
917,0,335,3,3,5
918,0,222,2,2,2
919,0,432,4,3,2
920,0,111,1,1,1
921,0,253,2,5,3
922,0,554,5,5,4
923,0,453,4,5,3
924,0,333,3,3,3
925,0,223,2,2,3
926,0,122,1,2,2
927,0,535,5,3,5
928,1,222,2,2,2
929,0,221,2,2,1
930,0,133,1,3,3
931,0,452,4,5,2
932,0,511,5,1,1
933,0,111,1,1,1
934,0,521,5,2,1
935,0,211,2,1,1
936,0,553,5,5,3
937,0,411,4,1,1
938,0,454,4,5,4
939,0,355,3,5,5
940,1,254,2,5,4
941,0,111,1,1,1
942,0,322,3,2,2
943,0,321,3,2,1
944,0,122,1,2,2
945,0,455,4,5,5
946,0,532,5,3,2
947,0,422,4,2,2
948,0,454,4,5,4
949,0,211,2,1,1
950,0,534,5,3,4
951,0,523,5,2,3
952,0,222,2,2,2
953,0,211,2,1,1
954,0,553,5,5,3
955,0,553,5,5,3
956,0,122,1,2,2
957,0,422,4,2,2
958,0,234,2,3,4
959,0,411,4,1,1
960,0,354,3,5,4
961,0,351,3,5,1
962,0,511,5,1,1
963,0,211,2,1,1
964,0,533,5,3,3
965,0,332,3,3,2
966,0,433,4,3,3
967,0,511,5,1,1
968,0,122,1,2,2
969,0,211,2,1,1
970,0,355,3,5,5
971,0,452,4,5,2
972,0,123,1,2,3
973,0,421,4,2,1
974,0,222,2,2,2
975,0,422,4,2,2
976,0,455,4,5,5
977,0,354,3,5,4
978,0,522,5,2,2
979,0,211,2,1,1
980,0,455,4,5,5
981,0,112,1,1,2
982,0,313,3,1,3
983,0,434,4,3,4
984,0,422,4,2,2
985,0,553,5,5,3
986,0,512,5,1,2
987,0,522,5,2,2
988,0,555,5,5,5
989,0,513,5,1,3
990,0,253,2,5,3
991,0,252,2,5,2
992,0,433,4,3,3
993,0,311,3,1,1
994,0,512,5,1,2
995,0,411,4,1,1
996,0,232,2,3,2
997,0,552,5,5,2
998,0,522,5,2,2
999,0,533,5,3,3
1000,0,433,4,3,3
1001,0,324,3,2,4
1002,0,211,2,1,1
1003,0,553,5,5,3
1004,0,423,4,2,3
1005,0,523,5,2,3
1006,0,133,1,3,3
1007,0,353,3,5,3
1008,0,111,1,1,1
1009,0,323,3,2,3
1010,0,455,4,5,5
1011,0,533,5,3,3
1012,0,332,3,3,2
1013,0,533,5,3,3
1014,0,332,3,3,2
1015,0,534,5,3,4
1016,0,355,3,5,5
1017,0,254,2,5,4
1018,0,255,2,5,5
1019,0,122,1,2,2
1020,0,121,1,2,1
1021,0,322,3,2,2
1022,0,554,5,5,4
1023,0,235,2,3,5
1024,0,223,2,2,3
1025,0,255,2,5,5
1026,0,555,5,5,5
1027,0,525,5,2,5
1028,0,554,5,5,4
1029,0,554,5,5,4
1030,0,255,2,5,5
1031,0,133,1,3,3
1032,0,154,1,5,4
1033,0,553,5,5,3
1034,0,353,3,5,3
1035,0,522,5,2,2
1036,0,521,5,2,1
1037,0,134,1,3,4
1038,0,455,4,5,5
1039,0,455,4,5,5
1040,0,311,3,1,1
1041,0,531,5,3,1
1042,0,311,3,1,1
1043,0,211,2,1,1
1044,0,354,3,5,4
1045,0,222,2,2,2
1046,0,553,5,5,3
1047,0,534,5,3,4
1048,0,311,3,1,1
1049,0,512,5,1,2
1050,0,111,1,1,1
1051,0,555,5,5,5
1052,0,235,2,3,5
1053,0,332,3,3,2
1054,0,454,4,5,4
1055,1,523,5,2,3
1056,0,322,3,2,2
1057,0,212,2,1,2
1058,0,355,3,5,5
1059,0,111,1,1,1
1060,0,552,5,5,2
1061,0,354,3,5,4
1062,0,423,4,2,3
1063,0,222,2,2,2
1064,0,532,5,3,2
1065,0,353,3,5,3
1066,0,511,5,1,1
1067,0,512,5,1,2
1068,0,222,2,2,2
1069,0,221,2,2,1
1070,0,332,3,3,2
1071,0,253,2,5,3
1072,0,522,5,2,2
1073,0,211,2,1,1
1074,0,431,4,3,1
1075,0,422,4,2,2
1076,0,334,3,3,4
1077,0,522,5,2,2
1078,0,111,1,1,1
1079,0,123,1,2,3
1080,0,321,3,2,1
1081,0,553,5,5,3
1082,0,211,2,1,1
1083,0,553,5,5,3
1084,0,422,4,2,2
1085,0,422,4,2,2
1086,0,524,5,2,4
1087,0,322,3,2,2
1088,0,455,4,5,5
1089,0,222,2,2,2
1090,0,552,5,5,2
1091,0,234,2,3,4
1092,0,522,5,2,2
1093,0,111,1,1,1
1094,0,211,2,1,1
1095,0,511,5,1,1
1096,0,523,5,2,3
1097,0,312,3,1,2
1098,0,312,3,1,2
1099,0,355,3,5,5
1100,0,211,2,1,1
1101,0,432,4,3,2
1102,0,534,5,3,4
1103,0,455,4,5,5
1104,0,234,2,3,4
1105,0,221,2,2,1
1106,0,532,5,3,2
1107,0,234,2,3,4
1108,1,332,3,3,2
1109,0,122,1,2,2
1110,0,322,3,2,2
1111,0,513,5,1,3
1112,0,334,3,3,4
1113,0,155,1,5,5
1114,0,255,2,5,5
1115,0,524,5,2,4
1116,0,555,5,5,5
1117,0,321,3,2,1
1118,0,211,2,1,1
1119,0,451,4,5,1
1120,0,254,2,5,4
1121,0,135,1,3,5
1122,0,111,1,1,1
1123,0,323,3,2,3
1124,0,255,2,5,5
1125,0,322,3,2,2
1126,0,222,2,2,2
1127,0,323,3,2,3
1128,0,224,2,2,4
1129,0,234,2,3,4
1130,0,323,3,2,3
1131,0,555,5,5,5
1132,0,432,4,3,2
1133,0,232,2,3,2
1134,0,235,2,3,5
1135,0,254,2,5,4
1136,0,553,5,5,3
1137,0,453,4,5,3
1138,0,412,4,1,2
1139,0,534,5,3,4
1140,0,355,3,5,5
1141,0,211,2,1,1
1142,0,534,5,3,4
1143,0,124,1,2,4
1144,0,335,3,3,5
1145,0,224,2,2,4
1146,0,353,3,5,3
1147,0,555,5,5,5
1148,0,111,1,1,1
1149,0,434,4,3,4
