,AlbumLink,AlbumName,Artist,Lyrics,SongLink,SongName,Year
342,https://genius.com/albums/Kendrick-Lamar/section-80,Section 80,Kendrick Lamar,"Smoking out, pouring up, keep that lean up in my cup
All my car got leather and wood in my hood we call it buck
Everybody wanna ball, holla at broads at the mall
If he up, watch him fall, I can't fuck with y'all
(Pussy ass ho niggas) I can't fuck with y'all
(Bitches all up in my business) I can't fuck with y'all
(Industry of counterfeits) I can't fuck with y'all
Taking off when you landing
Bitch niggas gonna throw tantrums
And I'm dancing on them stars
The galaxy ain't got room for y'all
Ain't nothing gonna happen soon for y'all
While I'm here and every day I hear
Your bullshit, self-pity
Reason why you never dealt with me
Reason why your girl dealt with me
Hands up, in the building, we get busy and say
R.I.P. Aaliyah, R.I.P., yep, R.I.P. Aaliyah, R.I.P., yep
That's exactly what this sound like
A to the A to the L-I-Y-A-H,
give it up 2 times
Then give it right back, don't blow my high
Smoking out, pouring up, keep that lean up in my cup
All my car got leather and wood in my hood we call it buck
Everybody wanna ball, holla at broads at the mall
If he up, watch him fall, I can't fuck with y'all
(Pussy ass ho niggas) I can't fuck with y'all
(Bitches all up in my business) I can't fuck with y'all
(Industry of counterfeits) I can't fuck with y'all
Look at my life then look at yours
Get some ambition, why you bored?
Time'll never wait on no man
Society will never hold your hand
Niggas like the gossip, like bitches
Got me thinking you don't like bitches
Wonder what's behind them Ray Bans
Eyes of a coward, I understand
Niggas like the gossip, like bitches
Sip Don Perignon, when we finish,
we say
R.I.P. Aaliyah, R.I.P., yep, R.I.P. Aaliyah, R.I.P., yep
That's exactly what this sound like
But never will I ever forget Left Eye
Roll up, put a ribbon in the sky
And a button on your lips, don't blow my high
Smoking out, pouring up, keep that lean up in my cup
All my car got leather and wood in my hood we call it buck
Everybody wanna ball, holla at broads at the mall
If he up, watch him fall, I can't fuck with y'all
(Pussy ass ho niggas) I can't fuck with y'all
(Bitches all up in my business) I can't fuck with y'all
(Industry of counterfeits) I can't fuck with y'all
I'm sending him a four-page letter, and I enclosed it with a kiss
And when I write him he better get it on time
Look at my life, and look at yours
Get some ambition why you bored",https://genius.com/Kendrick-lamar-blow-my-high-members-only-lyrics,Blow My High (Members Only),2011
343,https://genius.com/albums/Kendrick-Lamar/section-80,Section 80,Kendrick Lamar,"What's your life about? Enlighten me
Is you gon' live on your knees or die on your feet?
Fire in the street, fire in my Swisher
Fire in between the two legs of your little sister
Just get a sip of this elixir,
before they crop us out of the picture
I've never seen a crop circle but I've seen a cop circled the block
I puff squares, but I swear one day I'ma stop my nerves itch
On the brink of my career, while my peers struggle for employment
Can you hear these screams? (Uncle Sam ain't no kin to me)
One two, three four grams and a fifth of Hennessey
A bad bitch, fuck the penitentiary
Section 80's babies, blame Ronald Reagan, we raising hell
Lord forbid, the homie got wet, so we trying to soak it in
The president is black, but you can't vote for skin, you vote for the better man
Come to our show you can see the diversity
Unify people they gon' peep it universally
We might not change the world
But we gon' manipulate it, I hope you participating
Ayo Dot,
won't you let these cats know
We knew we'd be here, like back in 04'
Started HiiiPower because our generation
Needed a generator and a system, meant to disintegrate us
And all we do is assist them
We're not victors, we're victims
The bigger picture hasn't developed yet
Like what if Keisha were celibate?
Or what if Tammy came across a real man
Who didn't play games like children?
My nigga cheated on his girlfriend with his girlfriend's girlfriend
Let the world end
And everybody tripping off 2012
And the extraterrestrial presence as well (Odd Future's aight)
But our future is not,
that Martial law shit dropped, we gon' all get got
So keep that question mark on your face
Eat your fast food, use your fluoride toothpaste
Hide your feelings from the public
Work a little nine to five, don't forget to pay your
tithes
And to thank God you're alive (HiiiPower)
And on another note, we focused like the Hubble Telescope, Soul
Life is a traffic jam, life is a traffic jam
Life is a traffic jam, life is a traffic jam
Life is a traffic jam, life is a traffic jam
Life is a traffic jam, life is a traffic jam
Life is a traffic jam
I wrote this because I was ordered to
People say I speak for generation Y
Why lie, I do, Section 80
Your son will play me if the radio won't
Daughters that just turn one to twenty one listen to Kendrick
For instance
What's your life about? Enlighten me
Is you gon' live on your knees or die on your feet?
Take out that student loan, and pay off your college degree
And do exactly what you see on TV
True story, hmm
Can you repeat that for me, Soul?
What's your life about? Enlighten me
Is you gon' live on your knees or die on your feet?
Is you gon' plead the fifth or sound the horn?
The time is now my child, come on
See a lot of y'all don't understand Kendrick Lamar
Because you wonder how I could talk about money, hoes, clothes
God and history all in the same sentence
You know what all the things have in common?
Only half of the truth, if you tell it
See I spent twenty-three years on the earth searching for answers
'til one day I realized I had to come up with my own
I'm not on the outside looking in, I'm not on the inside looking out
I'm in the dead fucking center, looking around
You ever seen a newborn baby kill a grown man?
That's an analogy for the way the world make me react
My innocence been dead
So the next time I talk about money, hoes, clothes
God and history all in the same sentence
Just know I meant it, and you felt it 'cause you too are searching for answers
I'm not the next pop star,
I'm not the next socially aware rapper
I am a human mothafuckin' being, over dope ass instrumentation
Kendrick Lamar
Now fuck 'em up Terrace
(Soul!)
I watch this fire that we’re gathered around
And see that it burns similar to the fire that’s inside you
Section.80
Section.80 babies
A generation of bliss and disobedience
Know they can't control us
Know they can't control you
Know they can't control us
But we can control each other
We build our own world
If you don't leave with nothing else tonight, you will leave with knowing yourself
You will leave knowing that you represent something thats bigger than all of us
Our family
Heart, honor and respect
This is you, this is me
And we are HiiiPower",https://genius.com/Kendrick-lamar-ab-souls-outro-lyrics,Ab-Soul's Outro (Ft. Ab-Soul),2011
344,https://genius.com/albums/Kendrick-Lamar/section-80,Section 80,Kendrick Lamar,"
Everybody put three fingers in the air
The sky is falling, the wind is calling
Stand for something or die in the morning
Section 80,
HiiiPower
Visions of Martin Luther staring at me
Malcolm X put a hex on my future, someone catch me
I'm falling victim to a revolutionary song,
the Serengeti's clone
Back to put you backstabbers back on your spinal bone
You slipped your disc when I slid you my disc
You wanted to diss but jumped on my dick
Grown men never should bite their tongue
Unless you eating pussy that smell like it's a stale plum
I got my finger on the mothafuckin' pistol
Aiming it at a pig, Charlotte's web is going to miss you
My issue isn't televised,
and you ain't gotta tell the wise
How to stay on beat, because our life's an instrumental
This is physical and mental,
I won't sugar coat it
You'd die from diabetes if these other niggas wrote it
And everything on TV just a figment of imagination
I don't want plastic nation, dread that like a Haitian
While you mothafuckas waiting, I be off the slave ship
Building pyramids, writing my own hieroglyphs
Just call the shit HiiiPower
Nigga nothing less than HiiiPower
Five-star dishes, food for thought bitches
I mean the shit is,
Huey Newton going stupid
You can't resist his HiiiPower
Throw your hands up for HiiiPower
Visions of Martin Luther staring at me
If I see it how he seen it, that would make my parents happy
Sorry mama, I can't turn the other cheek
They wanna knock me off the edge like a fucking widow's peak, uhh
And she always told me pray for the weak, uhh
Them demons got me, I ain't prayed in some weeks, uhh
Dear Lord come save me, the devil's working hard
He probly clocking double shifts on all of his jobs
Frightening, so fucking frightening
Enough to drive a man insane, I need a license to kill
I'm standing on the field full of land mines
Doing the moonwalk, hoping I blow up in time
Cause 2012 might not be a fucking legend
Tryna be a fucking legend, the man of mankind
Who said a black man in the Illuminati?
Last time I checked, that was the biggest racist party
So get up off that slave ship
Build your own pyramids, write your own hieroglyphs
Just call the shit HiiiPower
Nigga nothing less than HiiiPower
Five-star dishes, food for thought bitches
Bobby Seale making meals
You can't resist his HiiiPower

Every day we fight the system just to make our way
We been down for too long, but that's alright
We was built to be strong, cause it's our life, na-na-na
Every day we fight the system, we fight the system
We fight the system (Never like the system)
We been down for too long but that's alright, na-na-na
Who said a black man in the Illuminati?
Last time I checked, that was the biggest racist party
Last time I checked,
we was racing with Marcus Garvey
On the freeway to Africa
'til I wreck my Audi
And I want everybody to view my autopsy
So you can see exactly where the government had shot me
No conspiracy, my fate is inevitable
They play musical chairs once I'm on that pedestal
Frightening, so fucking frightening
Enough to drive a man insane, a woman insane
The reason Lauryn Hill don't sing,
or Kurt Cobain
Loaded that clip and then said bang, the drama it bring is crazy
Product of the late 80's
Tryna stay above water, that's why we shun the navy
Pull your guns and play me, let's set it off
Cause a riot, throw a Molotov,
somebody told me them pirates had got lost
Cause we been off them slave ships
Got our own pyramids, write our own hieroglyphs
Just call the shit HiiiPower
Yeah nothing less than HiiiPower
Five-star dishes, food for thought bitches
I mean the shit is,
Fred Hampton on your campus
You can't resist his HiiiPower
Throw your hands up for HiiiPower
Thug Life! THUG LIFE!",https://genius.com/Kendrick-lamar-hiiipower-lyrics,HiiiPower,2011
345,https://genius.com/albums/Kendrick-Lamar/compton-state-of-mind,Compton State of Mind,Kendrick Lamar,"
I can tell you what it is, I can tell you what it isn't
No more K. Dot, my mother had named me Kendrick
Fuck a stage name, that's the name that I was given
The only thing that I can identify within this bidness
I'm just a good kid from Compton that want to rap
Weighing my options, pick up a Bible or a strap?
I never killed a man, never sold any crack
All I ever did was try to keep my city on the map
I'm tryna follow dreams, you want me to follow trends
Nigga, I am Kendrick... Lamar
Nigga, my name is Kendrick... Lamar
I said my name is Kendrick... Lamar
Confidence that can marry a Halle Berry or Angelina with no cash
Once the eves come, they quick to stare at him",https://genius.com/Kendrick-lamar-kendrick-lamar-lyrics,Kendrick Lamar,2014
347,https://genius.com/albums/Kendrick-Lamar/compton-state-of-mind,Compton State of Mind,Kendrick Lamar,"Phantom
See, my vision on my vision will stare at ya
Witness the genius, I interact with the inner city villains",https://genius.com/Kendrick-lamar-my-mind-drifts-lyrics,My Mind Drifts,2014
348,https://genius.com/albums/Kendrick-Lamar/compton-state-of-mind,Compton State of Mind,Kendrick Lamar,"I'm like
Hahahaha
LMAO
Hahahaha
LMAO
Laugh at the haters in here
I'll be her favorite in years
She wanna play play
But, what more can I say say?
Jump in the coup and I'm gone
Ziploc fresh
Ziploc fresh
Double XL flow
That's the ultimate vibe
Park that Lambi' outside
Just to fuck with the haters
Put the Lami' in drive
Watch 'em peel like potatoes
When they drunk and two-step
Like I never could pass
A sobriety test
I'm in the club I can manage
Providing lenses
Make my view panoramic
They don't say K.Dot is here
They say his spaceship has landed
And your access has been granted
Like a kitchen floor
In the back of that chrome
Like Aaliyah alone",https://genius.com/Kendrick-lamar-lmao-lyrics,LMAO,2014
349,https://genius.com/albums/Kendrick-Lamar/compton-state-of-mind,Compton State of Mind,Kendrick Lamar,"Uh
Yeah
Kendrick Lamar
Uh
Yeah I can reconcile being depressed real bad
I'm  a thinker not a drinker but still I Hennessey drag;
Alcohol numbs the pain like where Novacane stabs
In your arteries, pardon me but my city go mad
Via Compton California, corners with coroners and karma on em
Colours corresponding to gangs upon us
Common corrupted Crips and Pirus cripple the city
Triple the crime, Bible nor the Quran can save;
Welcome, don't be afraid, your city similar right?
Where the choppers kidnap the night and police silence your rights;
Stare at the sky, wonder will you live to see twenty-five?
I'm twenty-two, at twenty I knew I was against the odds;
This kid named Jonathan was monitoring
His momma and sister, his older cousin, he honoured him;
Anonymous bodies on his burner was astonishing
To Johnny, he might've been
A modern day rider then
He walking outside again, he see the lifestyle of an active member
Pull out a MAC-11 now his eyes is big
Fascinated by mayhem, what's his cousin to say now?
He wanna be from the hood that he's from and that's one
More gangster under the family tree, took 'em under his wings like KFC
Crip crazy, rocking matching T-shirts that says ""The hood made me""
No love, just spread slugs, that's the policy, the leader and the prodigy;
Now shorty doo-wop, holding a oowop, hanging with rah-rahs
With blah-blahs that sit on the block catching fades and licks
Going on missions with lunatics, a ninth-grade menace
Thugging for six months, smoking like six blunts an hour;
The power of banging, he was walking from...(gunshots)
Little Johnny

I think you'll find, sir, that there will come a time
When black people wake up and become intellectually independent enough
To think for themselves as other humans are intellectually independent enough to think for themselves
Then the black man will think like a black man and he will feel for other black people
And this new thinking and feeling will cause black people to stick together
And then at that point you will have a situation
Where when you attack one black man, you are attacking all black men
And this type of black thinking will cause all black people to stick together
And this type of thinking also will bring an end to the brutality inflicted upon black people by (black people)",https://genius.com/Kendrick-lamar-little-johnny-lyrics,Little Johnny,2014
350,https://genius.com/albums/Kendrick-Lamar/compton-state-of-mind,Compton State of Mind,Kendrick Lamar,"Until I seen the video with the ring on your hand
I remember you were 16 on the TV screen with Wyclef
You was like ""no no no,""
I was like 12 years old
Hoping that one day I could chaperone while you were on the road
Look like you did pilates,
a lot of sit-ups probably
But bump that, I was there from the start
Even when Latoya Luckett and that other doo-doo bucket broke your heart
Hope you didn't cry cause honestly they were just so-so
They couldn't sing anyway, you deserve to go solo
No disrespect to Kelly and Michelle I'm just sayin' they cool
But you? You are somethin' like Wonder Woman
And I just wanna hold your hand, bring you to Compton
Gonzales Park, we can build castles in the sand
Eatin hot cheetos with pickle juice in it
Put that napkin down, you know I'll lick your fingers when you're finished
I just bought the Sasha Fierce CD
Gazed at the cover for a whole 5 minutes until my girlfriend hit me
She jealous of you cause I don't love her like I love you
I even make her do the ""uh oh, uh oh"" just like you do
She tell me I'm obsessed, I tell her we connect
Like Ice Cube way before the Mac 10 feud
She's like ""you goddamn fool, that girl's rich and you're broke""
I said ""So? I'm only 500 mill away, theres still hope!""
Anyway, I had feelings even way before you got paid
And I didn't laugh when you busted your ass on the stage
And I salute Kanye for takin' up for you
I would've stole the award just to prove that I love you
But Jay should've did that
I thought he had your biz-ack
What happened, Mr. Izzo? Hopico? Fredrico?
He used to be my favorite until he abandoned my diva
Now I tell everybody Nas had killed him on ""ether""
I'mma sneak backstage at a Mary J Blige concert
With an ""I love Mary"" shirt, then find Jay-Z
And push him into a dancer, hopefully they lock lips
That's when I yell out ""Sounwave! Hurry up take the pic!""
Put it on Bossip the same night,
yeah, that sound quite right
Publicity like that? Yep, they'd be sure to fight
Better yet, I'mma steal her cell, then call up
Affion
get Beyonce on the line
Then make up some bogus shit like ""You don't rub the back of my knees right
So this marriage is over with
And the ring thats on my finger? Guess what? I'm throwin' it!
*Cling*...you heard the sound so you know I did""
Haha that should get 'em
That should break em up like a Kit Kat when I do that, yeah, true that
But if I end up with Macy Gray, this plan never work
Yeeeea, man I hope Jay don’t be mad at me bout this song
Nigga got the best wife in the world and shit",https://genius.com/Kendrick-lamar-beyonce-lyrics,Beyoncé,2014
351,https://genius.com/albums/Kendrick-Lamar/compton-state-of-mind,Compton State of Mind,Kendrick Lamar,"Look, A straight up Compton nigga til Im 6 feet
Like Iverson be
Do your mind like they did Kennedy's
Closed casket
Ghetto boys world where we make the murder bracket
So he told Lamas
Hit the gas, hit the brake, hoppin out, blastin it
Where da cash, where da safe?
A robbery’s taking place
Give it to him willingly; he’s killing you anyway because it thrills him
You can almost see his adrenaline pumping
Look..standin on the corner with crack rocks and marijuana
Burner glue, dough and I’m duckin police
Keep thuggin til the casket drops
Wankstas betta beware tryin to be what you not
Bang the hood like a head on car collision
Bang his tool like a mechanic up under the engine
Knocking on they doors telling neighbors mind they business
Cause 9s can finish off any eyewitness
I’m the author of these delinquents that got you timid
See to you he’s a menace but to me these my niggas
Look, my nigga just had a daughter
Only way to feed his daughter
Said he hustlin harder hope no charges get brought up
Pop another blue pill then feel relentless again
Waking up in cold sweats see the image again
Nightmares of his victims keep on visiting him
Living only for the moment fuck a consequence",https://genius.com/Kendrick-lamar-yung-boys-world-lyrics,Yung Boys World,2014
352,https://genius.com/albums/Kendrick-Lamar/compton-state-of-mind,Compton State of Mind,Kendrick Lamar,"Yeah, Kendrick Lamar. This is for the town nigga!
Me I'm from the hub city Yeah that compton court building
Caught a murder when his homie died Judge Caught Feelings
Five dollar Little Caesar Momma shopped at Food for less
Elementary McNair say whats up to Vanguard
Centennial high, had me swimming with a pool of sharks
Me I'm just a good kid trying to keep it neutral
But Im well aware that a square can get shot too
Most Crip and some Piru thats just how the game go
Hood on every corner stop for gas and get your brains blown
Bitches with fat asses burning in the stashes
Murders in July call that summer time madness
Rest in peace 4bent rest in peace moss-berg
Swear to god when I make it big yo voice will be heard
Me Im just a good kid trying to keep it positive
Though I know its chaos forever my heart will live in...
(Chorus)
There's nothin' you can't do
Now you're in Compton
These streets will make you or break you
Expire or inspire you
Earl had got disciplined for not catching a fade that week
Eating Tam's burger while my Juvenile CD had played
21 outside maybe sideline pop
Yellow tape on sidewalk damn somebody got popped
Hoping that I live a lot, I don't want to die young
Please don't come shoot up my party, I just want to have fun
Sheriffs in my rear view, mother fuck the police
Pull me over just to plant an 8 ball on me
Fuck it though I'm out here, I've always been out here
Since the Compton swap meet,
black and red LA gears
Pac was on Rosecrans nigga I was right there
Cali Love video he said whattup I said yeah
Free my nigga J-Dub and both of the J-Mans
Eazy paved the way, Lil Eazy bout to get it in for..
I'm talking bout Westside Piru, N.H.P., Campanella, Carver Park
Front Hood, Nutty Blocc, Lantana, 151, Park Village
Cedar Block, Santana
Burgundy and Blue bandanas
Peace! Peace!
Fruit Town, Kelly Park, Southside, Elm Street
Poccet Hood, ATF, MOB, LPP, 135, VTP
Atlantic Drive, Limehood, NHC, PBC
Peace! Peace!
Tragniew, Compton Raymonds, Tree-Top, Mona Park, T Flats, 7 Os, 155
Compton Swamps, Holly hood, T Zones
All a nigga really want for us to keep
Peace! Peace!
But shit that a take some time and more time
But I'm pushing to get us there in no time
Me, I'm just a good kid hoping I can spread love
Word to the county building forever I do it for...
My nigga Hootie
E-S-T 1987, Dominguez Hospital that bitch was on Bullis Road]",https://genius.com/Kendrick-lamar-compton-state-of-mind-lyrics,Compton State of Mind (Ft. Alori Joh),2014
353,https://genius.com/albums/Kendrick-Lamar/compton-state-of-mind,Compton State of Mind,Kendrick Lamar,"And when I'm done this should be in front of a DJ
I watch whack rappers put their soul on Ebay
Then expect excellence knowing their effortless
I don't have a preference, I dislike all
Say you run the globe? Well more like a disco ball
I spread love as well
Little nigga, big dreams, can bear-hug a whale into a lobster's tail
Evacuate premises, rap's sinister suspicious
The pastor stand back, the bible is open, the words have been spoken
The moon and the stars align with the bars
Cops meeting their quota running for arcades
The three initial's on the pistols printed all K's
inferior of nothing
Superior is an option and my synopsis is that I'm Frank Sinatra
On the roster, top running
Running races with my own shadow
Look in the mirror then I start to battle
Now a pyru is a crip, nor a pyru's just a value that is sure to be heard
Like a fuckin sheep's cattle
Talkin bout they move birds
Only thing I move now is a noun and a verb
I am now on the verge of telling the real story
Of a Compton native in the city ""that kill for me""
Cus you fabricated the realness
The county building and the county children on food stamps
Glorifying street cred, talkin' about ""whoop whamp""
Recording live from the city where the skinny niggas die and the semi bullets fly
Drinking Remy out bottle till the pain run dry
Like a desert
Once the Desert Eagle ride by, what you reppin?
What you reppin my nigga, you got a weapon?
Well I got a profession my nigga
It's called hip-hop since Pac was on gridlock
Me against the world every hour, every second my nigga
I could start a career AND I can end one, I'm H1N1
Straight-A student who flow stupid
Real raps get permanent income, UGH",https://genius.com/Kendrick-lamar-skill-still-appeal-lyrics,Skill Still Appeal,2014
354,https://genius.com/albums/Kendrick-Lamar/compton-state-of-mind,Compton State of Mind,Kendrick Lamar,"
Watch how I kill them with the funky rhythm
Embalming fluid fill 'em
Piranha's in 'em
Peep my persona as I
Get deep as Nostradamus
You stalling? Like the '89 I-I-Isiah Thomas
I'm ballin',
cut up your pajamas if you sleepin' on me
I promise no peekin' homie you tryin' to confiscate the flow, I know
So, I switch it quicker than my bitches in mini skirts that want your attention
I'm cursed with the world's negatives
Probably thinkin' I'm hurt but that's the only way I can live
More money, cash, drugs, got me feeling like Ace walking inside the club
Paid in Full, MOB license plates
38's slug hugging my waist like it had arms
Then I bear it so I guess it really does
No paper work on this marriage, but I'm in love with life corruptions rather than life (woah)
Oh, you ain't know? I need that
More money, more drugs I need that
More murder, more guns I need that, wondering how I live with the world's negatives
This the last days my nigga
We livin' in the life where crime pays my nigga
So all I can say is get paid my nigga
Money ,murder, or dope which one you love most?

Drove a black beamer, present from her baby daddy probably
He knew the nigga from high school
10th grade? they was cool, fell out over a dice game
She knew that but still wanted him to penetrate through that
Shorty wait, me and your man go way back
She said so what? He don't need to know what go on between us besides, I just wanna fuck
She blew his mind
Know what? we can exchange digits
Lets hook up later pay one of them hotels a visit
She seemed more than interested, more like desperate to be intimate
Either she this polite or his lucky night
Got the champagne sittin' on ice
Room 112 fuckin' all night then interrupted by her baby daddy and some niggas that he fuck with
Got him for everything, pussy's a negative
Adam & Eve, he should've known
Oh you ain't know? you need that
More pussy, more hoes you need that
Even if it's dirty pussy you need that
Wondering how he lives with the world's negatives
This the last days my nigga
We livin' in the life where crime pays my nigga
So all I can say is get paid my nigga
Money ,murder, or dope which one you love most?
We livin' in hell waiting on heaven but you don't know so
Might as well try to accept it, go with the flow oh
This life will never change (rather than try to fix it)
So I'm gonna do my thing (Try to continue living)
Seem's like we never see home, you know?
So we screaming
This life will never change (rather than try to fix it)
So I'm gonna do my thing (Try to continue living)
Goes out to everybody that know about bad habits
And willing to accept them as a fatal attraction, what a reaction
Rolling with the punches that life gives us and end up like Ke$ha's
Liver cirrhosis, matches givin' us cancer
Bitches givin' us gono-rrhea
I promise to practice safe sex, momma, don't cry
They say the good die young but a crackhead live a long time
So I crack open a beer keg, take that bitch to the head
Sippin' it slow hopin' it prolongs my soul
When heat is on, I put on a coat
Then take it off when it's about to get cold
I've adapted to my environment, murder environment
20 years worth of it so I gotta love it, you can't blame me
Negative energy, public pulled by evil string
As I open a bible I start to sing
Liquor's invaded my kidneys
Got me ready to lick off momma forgive me
I can't be held accountable that negative's be gettin me down
Got me rolling with guys, making g's
Got me tellin' lies that sound true come test me
This the last days my nigga
We livin' in the life where crime pays my nigga
So all I can say is get paid my nigga
Money ,murder, or dope which one you love most?
We livin' in hell waiting on heaven but you don't know so
Might as well try to accept it, go with the flow oh",https://genius.com/Kendrick-lamar-world-negatives-lyrics,World Negatives (Ft. Ab-Soul),2014
355,https://genius.com/albums/Kendrick-Lamar/compton-state-of-mind,Compton State of Mind,Kendrick Lamar,"Lord have mercy, Jesus Christ
He’s just nice, he just slice like a ginnsu
Look at the life that I been through
We the last real niggas alive, that’s official
Game dropped Documentary and made plenty enemies
It was a classic album
Guerilla Black debuted and put the city on wax
A lot of Biggie comparisons, we all was aware of them
But that wasn't my M.O.
Can't understand why Game would say his name in that manner
Anyway, I put out a mixtape in 12th grade
Hub City threat, minor of the year, DJ Dave
And his brother designed, put together the music
Himey was Games barber, the other cat made a statement
Saying that Game was his partner, so I gave him my tape
Said he'd play it for him, hoping that I'd get my big break
But never got a response.. anyway
This nigga named Pop Gates came to my school with a camera
I freestyled on his DVD for a minute then after
It hit the streets,
I was known as K. Dot from Compton
Man Hootie probably was the youngest out that was poppin'
But I didn't have a home yet, Hootie had ? in me
Until I met Top Dawg, told Dave that he'd like to meet
Me at the studio, made me freestyle for an hour
Told me come back tomorrow, but I came back in a hour
Was skeptical homie at first because he knew where I stayed
He got signed months later, Warner Brothers
We started on his album, he wrote his rhymes on paper
Before Sidekicks became a modern day phone
Same time our buzz was generated from G Malone
He had a song called 200, White Lightnin, the streets loved it
Turned on the radio
Only cat new from the West Coast was playin' was Bishop
And by then this nigga' buzz was tremendous
Gave it to Julio, just to get his opinion
Garden projects
Watts Riot
G Malone came with a smash hit with Akon
Mistah FAB battled Royce Nickel with napalm
Then everybody start to scream out the new West
And claim that West Coast legends don’t want to see him at best
I think that’s just an excuse, because their music ain't tight
Tell ‘em that Ab-soul said it, they can quote him twice
Then Crooked I came with Hip-Hop Weekly, killin’ the internet
Western Union had the whole block boomin’ because of Snoop
Matter fact, Bad Lucc was my favorite about the group
By this time, Jay Rock and All My Life hit the airwaves
We almost got into some major beef over Lil’ Wayne
That part I'mma leave out
Theres certain things that the streets only should know about
Bishop win that game, then had a fight with X.O
That’s when I dropped C4 and had the critics mad at me
Because they didn’t see my views, grab the hottest album out and re-do it
Theres mo’ shit to wanting to be the king of the coast shit",https://genius.com/Kendrick-lamar-last-real-nigga-alive-lyrics,Last Real Nigga Alive,2014
356,https://genius.com/albums/Kendrick-Lamar/compton-state-of-mind,Compton State of Mind,Kendrick Lamar,"You can't see me, invisible ski mask
Poke the eye's out my beanie
Ghetto zorro on the headlines, i leave
New chronic, new  spoke, new six tray
New Snoop, new 2Pac, New Doc Dre
A new West Coast to Wake up to, Nate",https://genius.com/Kendrick-lamar-good-morning-america-lyrics,Good Morning America,2014
357,https://genius.com/albums/Kendrick-Lamar/compton-state-of-mind,Compton State of Mind,Kendrick Lamar,"Top Dawg
we All Stars like we run Chucks
You know where my grind at
Inside of the studio is where I spend my time at
Miss me with that bullshit, haters die young you can run to the pulpit
Bitches clap at me like they wanna make my piss hot
Me, I'm thinking long-term tryin' build a company
That if the Earth dried I could spit back the ocean
Then hop on the jet ski and start Westcoastin'
I'm so high off life that I can OD
Walk outside then sniff a whole key
You can never co-exist with my mommas oldest
Kendrick be thy name I got my mind right
Fuck you because you don't see my vision
Fuck the new world gas price that costs a living",https://genius.com/Kendrick-lamar-today-lyrics,Today,2014
358,https://genius.com/albums/Kendrick-Lamar/compton-state-of-mind,Compton State of Mind,Kendrick Lamar,"I drift of 600 seconds
10 mintues exact, letting my mind explore
K. Dot had turned Curious George
It's like the Da Vinci Code, trying the solve the crime of these rap souls
What if B.I.G. never did it big
Who told Nastradamus baby momma was fucking with HOV
Would the battle be less interesting, if it wasn't personal
If Jay wasn't intimate, there'd probably be less people listening
Before we go
Can you imagine?
Picture years, with your mom
Can you imagine?
Hang her picture in the sky
Can you imagine?
Call emergency I've been dreamin' all my life
Imagine if Tookie was a Blood, Look, no disrespect
But would there be more Bloods than Crips sets
Dominating the population of-
L.A., Orange County, the Valley, and back up to the bay
No NWA dudes, just rappin like Cre Cru
Imagine if Mike Concepcion walked on his own two
Feet no paralyzed, would he be alive
Or would he been lost his life to the streets
No match, no cars in that driveway
What if Freeway Rick never was a kingpin
On this L.A. strip, would these rap n*ggas use his name
Your people that passed, what if they never died
Imagine if they really tried to fix these streets
Would they start in the hood, or executive suites
Where the real criminals meet, and principals beef with me
You could possibly live without heat
Imagine if Al Gore, had won that election
Would the Twin Tower buildings still stand erected",https://genius.com/Kendrick-lamar-imagine-lyrics,Imagine (Ft. Jay Rock & Punch),2014
360,https://genius.com/albums/Kendrick-Lamar/compton-state-of-mind,Compton State of Mind,Kendrick Lamar,"Burning money when I get it, fuck a life savings
Overdraft bank statements, just to make a statement
When I put this fashion on, I'm a fashion junkie
Picking cotton in the country, I bought this out the country
Whips and chains, whips and chains, Jacob know my name
He call me Kunta,
If it ain't upscale then you may offend me
Amnesia if I see the black visa in my hand tonight
They was hot and I wore ice, that's ironic huh?
Word around town that I'm all about the bitches
Word around town that I love my 26's
Word around town that I gotta stay paid
Lord please forgive me I'm a vanity slave
It's the Gucci cock and shoot
Found my swag but lost my roof,
(Burr! Burr!)
See my Audemar tick, as my Audemar tock
Lord please forgive me I'm a vanity slave
Niggas that ain't had shit
For 400 years overcompensate by over accessorizing with gear
To see my family tree but this a shame I'm yelling, out, timber
Word around town that I'm all about the bitches
Word around town that I love my 26's
Word around town that I gotta stay paid
Lord please forgive me I'm a vanity slave
It's the Gucci cock and shoot
Found my swag but lost my roof,
(Burr! Burr!)
See my Audemar tick, as my Audemar tock
Lord please forgive me I'm a vanity slave
But should I give a fuck when it bring me more coochie?
Word around town that I'm all about the bitches
Word around town that I love my 26's
Word around town that I gotta stay paid
Lord please forgive me I'm a vanity slave
It's the Gucci cock and shoot
Found my swag but lost my roof,
(Burr! Burr!)
See my Audemar tick, as my Audemar tock
Lord please forgive me I'm a vanity slave",https://genius.com/Kendrick-lamar-vanity-slaves-part-ii-lyrics,Vanity Slaves Part II (Ft. Gucci Mane),2014
